id,薪资,学历要求,工作经验
4k-8k,不限,1-3年,4154324
20k-35k,本科,3-5年,4303911
8k-15k,本科,应届毕业生,5109778
20k-40k,本科,3-5年,3950227
20k-38k,本科,1-3年,5138337
11k-20k,本科,1-3年,5132463
25k-50k,本科,3-5年,4243297
30k-40k,本科,3-5年,4844539
15k-25k,本科,1-3年,5038683
15k-30k,本科,3-5年,3801931
12k-24k,本科,3-5年,4837757
12k-18k,本科,5-10年,5064696
15k-30k,不限,不限,2014834
15k-25k,本科,3-5年,4920169
20k-40k,本科,3-5年,5199285
15k-25k,本科,不限,4810502
15k-25k,本科,3-5年,4353674
10k-15k,本科,1-3年,5185529
10k-20k,本科,1-3年,5132215
4k-6k,不限,应届毕业生,3948271
10k-20k,本科,3-5年,4557346
30k-45k,本科,3-5年,5168542
20k-40k,不限,不限,4896757
20k-35k,本科,3-5年,5068149
15k-30k,本科,1-3年,4920756
12k-15k,本科,1-3年,1393148
14k-20k,本科,3-5年,4910851
13k-22k,本科,1-3年,5107678
20k-35k,本科,3-5年,5017248
16k-26k,本科,3-5年,5175280
15k-25k,大专,3-5年,5166458
20k-25k,本科,1-3年,5083718
8k-12k,本科,1-3年,4581333
8k-16k,本科,1-3年,3383241
6k-12k,本科,1年以下,4988775
20k-30k,本科,3-5年,4233696
25k-50k,本科,1-3年,2975891
15k-30k,本科,3-5年,3574904
25k-50k,本科,3-5年,4413615
10k-13k,大专,1-3年,5184077
12k-17k,本科,3-5年,4536941
20k-40k,本科,5-10年,4985611
13k-25k,本科,3-5年,5191110
7k-14k,大专,不限,4817289
20k-40k,本科,1-3年,5066827
25k-50k,本科,5-10年,4589119
10k-16k,本科,1-3年,5091726
6k-12k,本科,3-5年,3925190
20k-40k,本科,1-3年,4010401
10k-16k,大专,3-5年,4727493
12k-20k,不限,1-3年,5194327
30k-50k,本科,5-10年,4936505
25k-40k,本科,3-5年,5148465
20k-40k,本科,3-5年,4846916
8k-15k,大专,1-3年,5100189
7k-14k,本科,1-3年,5096248
20k-40k,本科,5-10年,3889305
20k-40k,本科,3-5年,4089384
20k-30k,本科,1-3年,3913375
15k-30k,本科,3-5年,4369953
40k-70k,本科,3-5年,4003595
10k-20k,不限,不限,5036595
20k-40k,本科,1-3年,3799536
5k-10k,本科,不限,4834635
20k-30k,本科,3-5年,5162456
25k-50k,本科,1-3年,4932191
10k-18k,大专,1-3年,5019655
30k-60k,本科,3-5年,4405438
15k-30k,本科,不限,2844689
15k-30k,本科,3-5年,4392480
8k-15k,本科,3-5年,5153055
6k-12k,本科,1-3年,5092420
8k-15k,不限,3-5年,4786051
15k-25k,本科,3-5年,4859779
20k-40k,本科,不限,4623988
15k-25k,本科,3-5年,4352407
15k-25k,本科,3-5年,5059442
16k-30k,本科,3-5年,4068054
30k-50k,本科,3-5年,4982816
15k-30k,本科,3-5年,4224711
6k-12k,本科,1-3年,5173512
15k-30k,本科,3-5年,3321833
30k-60k,本科,5-10年,4601847
20k-40k,大专,3-5年,5045193
13k-18k,不限,不限,4941190
20k-30k,不限,3-5年,2749821
30k-50k,本科,3-5年,3921709
35k-60k,本科,3-5年,5124055
8k-14k,本科,1-3年,4582062
15k-30k,本科,3-5年,5191050
12k-24k,本科,1-3年,5185347
25k-40k,本科,3-5年,4061878
20k-40k,本科,3-5年,5018057
15k-25k,不限,3-5年,4992849
16k-25k,本科,1-3年,4961817
20k-40k,本科,3-5年,4842909
15k-30k,本科,3-5年,4100405
15k-20k,本科,3-5年,4979711
15k-30k,本科,3-5年,3592504
6k-12k,本科,1-3年,3237377
4k-8k,不限,1-3年,4192208
20k-40k,本科,3-5年,4582495
15k-30k,不限,3-5年,4022805
15k-25k,本科,1-3年,4331849
5k-10k,本科,1-3年,4333138
8k-15k,大专,不限,4363696
12k-24k,本科,1-3年,4067723
10k-12k,大专,3-5年,5152614
15k-25k,本科,3-5年,4855736
15k-30k,本科,3-5年,1449938
15k-30k,本科,3-5年,5172605
